dim 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
dim 1
108 77 0.001621
108 167 0.000149
108 1100 0.000072
108 78 0.000588
108 847 0.000074
108 168 0.000056
108 79 0.000511
108 80 0.000599
108 81 0.002240
108 82 0.000008
108 644 0.000231
108 171 0.000001
108 317 0.000125
108 83 0.000055
108 646 0.000089
108 173 0.000008
108 85 0.000001
108 174 0.000207
108 175 0.001237
108 650 0.000024
108 176 0.003355
108 177 0.000495
108 178 0.000597
108 179 0.001354
108 88 0.056012
108 180 0.000339
108 182 0.000773
108 90 0.000338
108 183 0.155545
108 92 0.000011
108 184 0.000034
108 185 0.000121
108 186 0.000007
108 188 0.000029
108 95 0.000053
108 189 0.000280
108 352 0.000605
108 190 0.014350
108 353 0.000443
108 191 0.050734
108 192 0.000037
108 354 0.000176
108 193 0.000002
108 194 0.000355
108 195 0.000941
108 196 0.001708
108 197 0.002883
108 198 0.000012
108 113 0.003073
108 199 0.001788
108 200 0.000334
108 102 0.002526
108 274 0.000001
108 203 0.002178
108 103 0.000327
108 204 0.000256
108 104 0.000053
108 376 0.000107
108 1101 0.000009
108 206 0.000056
109 107 0.016831
109 124 0.014305
109 127 0.014483
109 128 0.017324
109 386 0.013220
109 131 0.019909
109 726 0.012687
109 242 0.065251
109 132 0.007853
109 882 0.016910
109 140 0.008563
109 820 0.023007
109 141 0.022237
109 254 0.022494
109 342 0.005564
109 147 0.019869
109 58 0.023066
109 1011 0.005742
109 108 0.017107
109 149 0.010655
109 476 0.006255
109 151 0.004301
109 613 0.002052
109 235 0.011168
109 811 0.009234
109 152 0.022711
109 345 0.017541
109 110 0.007360
109 153 0.019534
109 66 0.014404
109 730 0.011701
109 154 0.011326
109 155 0.019909
109 157 0.002881
109 158 0.014483
109 70 0.013733
109 481 0.014108
109 166 0.011405
109 769 0.003788
109 78 0.002545
109 263 0.011444
109 721 0.014522
109 847 0.007715
109 168 0.014266
109 731 0.006117
109 83 0.023046
109 1107 0.004578
109 172 0.008504
109 85 0.017304
109 732 0.011957
109 174 0.016180
109 177 0.013516
109 182 0.019514
109 184 0.014068
109 94 0.011424
109 691 0.012214
109 244 0.008603
109 733 0.005327
109 1017 0.008721
109 472 0.002762
109 191 0.040370
109 195 0.042028
109 196 0.000020
109 112 0.020067
109 113 0.065823
109 1027 0.005209
109 103 0.002861
109 918 0.014325
110 57 0.948890
110 109 0.023949
110 111 0.007983
110 104 0.019178
111 107 0.008126
111 124 0.010209
111 233 0.001894
111 246 0.001021
111 127 0.008562
111 47 0.002618
111 128 0.004446
111 339 0.006817
111 130 0.002486
111 49 0.000692
111 131 0.005467
111 726 0.007270
111 242 0.021924
111 51 0.004874
111 132 0.001836
111 133 0.000469
111 134 0.001655
111 874 0.003647
111 379 0.001004
111 135 0.002873
111 136 0.011369
111 137 0.001836
111 249 0.000988
111 250 0.001507
111 53 0.005788
111 54 0.006965
111 55 0.001021
111 138 0.004273
111 140 0.002001
111 820 0.004347
111 141 0.006636
111 254 0.008611
111 145 0.006562
111 56 0.004429
111 1025 0.003186
111 147 0.016120
111 57 0.022550
111 58 0.009583
111 59 0.005220
111 60 0.007401
111 1011 0.009698
111 108 0.012135
111 61 0.000799
111 149 0.010851
111 609 0.000980
111 150 0.001498
111 476 0.011452
111 151 0.007385
111 728 0.009303
111 63 0.005096
111 619 0.004610
111 257 0.002774
111 1031 0.003869
111 152 0.009756
111 345 0.003458
111 110 0.001441
111 153 0.003499
111 66 0.012670
111 730 0.001037
111 154 0.003112
111 258 0.006323
111 155 0.005154
111 260 0.001358
111 1243 0.006389
111 157 0.001029
111 158 0.013625
111 68 0.001490
111 159 0.013971
111 70 0.016712
111 72 0.005006
111 1059 0.004215
111 465 0.002066
111 163 0.000362
111 164 0.002503
111 166 0.006109
111 1040 0.002980
111 997 0.001540
111 76 0.000807
111 167 0.006990
111 78 0.003943
111 1321 0.000321
111 349 0.000988
111 721 0.009319
111 847 0.006899
111 168 0.009443
111 466 0.003153
111 79 0.007484
111 81 0.008496
111 82 0.004536
111 731 0.002659
111 171 0.000881
111 83 0.014737
111 84 0.009427
111 266 0.000864
111 1107 0.004108
111 172 0.003581
111 173 0.006817
111 85 0.008974
111 732 0.000683
111 174 0.129419
111 175 0.002956
111 176 0.005689
111 177 0.010382
111 178 0.011855
111 179 0.005392
111 88 0.001482
111 182 0.021018
111 90 0.003425
111 659 0.007731
111 92 0.001260
111 471 0.000980
111 184 0.007467
111 185 0.001037
111 94 0.008718
111 691 0.002313
111 244 0.000642
111 734 0.013740
111 472 0.008941
111 190 0.008784
111 191 0.016902
111 192 0.003738
111 354 0.002379
111 836 0.008537
111 194 0.002881
111 195 0.031235
111 196 0.002914
111 356 0.006619
111 375 0.005541
111 197 0.010843
111 112 0.009550
111 113 0.001959
111 199 0.010950
111 787 0.003581
111 712 0.002248
111 1027 0.012571
111 1322 0.009970
111 102 0.007146
111 693 0.003878
111 275 0.003038
111 103 0.008472
111 204 0.008982
111 240 0.005038
111 104 0.001828
111 376 0.001828
111 540 0.001070
111 918 0.009221
111 206 0.002116
111 106 0.002091
112 107 0.004160
112 128 0.000054
112 57 0.954097
112 109 0.018247
112 159 0.000268
112 111 0.020961
112 189 0.001268
112 104 0.000946
113 124 0.011520
113 241 0.000000
113 125 0.000141
113 127 0.000027
113 485 0.000030
113 32 0.006771
113 575 0.000311
113 46 0.052024
113 128 0.005562
113 580 0.000100
113 129 0.000085
113 546 0.000004
113 130 0.000010
113 49 0.000011
113 131 0.007269
113 726 0.000860
113 51 0.003455
113 132 0.023452
113 133 0.010141
113 882 0.002453
113 463 0.000002
113 135 0.000021
113 136 0.004998
113 137 0.012861
113 591 0.007376
113 705 0.000505
113 594 0.005201
113 54 0.000056
113 55 0.000145
113 138 0.000030
113 991 0.001408
113 140 0.003797
113 820 0.002529
113 253 0.002695
113 143 0.013273
113 342 0.000020
113 145 0.000166
113 56 0.000005
113 146 0.005794
113 147 0.072831
113 57 0.030364
113 59 0.000019
113 60 0.019672
113 1095 0.002126
113 108 0.000552
113 149 0.002984
113 150 0.008680
113 22 0.000366
113 476 0.002442
113 151 0.004166
113 613 0.005506
113 62 0.001496
113 728 0.000013
113 497 0.000000
113 619 0.000001
113 811 0.000799
113 620 0.001704
113 152 0.018053
113 345 0.000004
113 153 0.003824
113 66 0.000012
113 258 0.000006
113 155 0.003832
113 624 0.000098
113 625 0.000167
113 627 0.000123
113 708 0.004056
113 418 0.008235
113 157 0.000376
113 158 0.000014
113 68 0.000001
113 69 0.004504
113 159 0.018850
113 1320 0.000003
113 160 0.006894
113 111 0.000009
113 72 0.003983
113 161 0.000007
113 162 0.000001
113 576 0.007860
113 465 0.000008
113 73 0.000037
113 74 0.026010
113 893 0.000360
113 164 0.050606
113 165 0.042322
113 166 0.000014
113 77 0.000482
113 167 0.017819
113 632 0.000005
113 633 0.000244
113 895 0.000359
113 634 0.000102
113 78 0.000008
113 263 0.000000
113 847 0.002781
113 168 0.000017
113 79 0.007663
113 80 0.011510
113 81 0.007162
113 82 0.007779
113 169 0.002026
113 731 0.002919
113 237 0.000025
113 171 0.000002
113 317 0.000046
113 83 0.000043
113 172 0.000522
113 173 0.000000
113 732 0.006473
113 174 0.024318
113 175 0.003209
113 649 0.000499
113 651 0.000015
113 652 0.000003
113 87 0.000001
113 653 0.000005
113 374 0.002190
113 176 0.023887
113 513 0.001026
113 177 0.004534
113 178 0.004608
113 179 0.008699
113 88 0.024577
113 180 0.000080
113 858 0.000016
113 182 0.029236
113 90 0.008926
113 183 0.057755
113 660 0.001978
113 92 0.000061
113 184 0.007944
113 185 0.003422
113 186 0.000048
113 187 0.001018
113 691 0.002550
113 244 0.000001
113 733 0.002835
113 188 0.000062
113 1017 0.000617
113 189 0.015506
113 97 0.000019
113 190 0.020486
113 191 0.005677
113 192 0.001951
113 194 0.000026
113 195 0.038439
113 196 0.019836
113 1532 0.003841
113 197 0.009481
113 198 0.000971
113 199 0.014730
113 200 0.016716
113 102 0.007913
113 851 0.003757
113 274 0.000029
113 203 0.000653
113 103 0.002659
113 204 0.005836
113 735 0.002638
113 1536 0.000445
113 540 0.000018
113 1101 0.000011
113 205 0.004112
113 1537 0.000075
113 206 0.002966
113 106 0.000003
114 130 0.026667
114 136 0.066667
114 151 0.080000
114 613 0.240000
114 164 0.080000
114 1107 0.026667
114 173 0.066667
114 176 0.066667
114 906 0.053333
114 196 0.040000
114 198 0.106667
114 200 0.066667
114 797 0.013333
114 204 0.040000
114 8 0.026667
115 116 0.003344
115 22 0.004300
115 117 0.004300
115 118 0.015289
115 119 0.022456
115 120 0.032489
115 14 0.716675
115 121 0.030100
115 122 0.118012
115 15 0.033445
115 123 0.019589
116 115 0.000282
116 397 0.002536
116 826 0.052409
116 118 0.003945
116 827 0.004790
116 119 0.001409
116 514 0.004227
116 120 0.008171
116 14 0.832065
116 392 0.010425
116 121 0.040011
116 122 0.001691
116 828 0.003663
116 526 0.003381
116 15 0.022823
116 123 0.008171
117 115 0.005134
117 32 0.008557
117 496 0.043354
117 22 0.002282
117 827 0.022818
117 505 0.011979
117 514 0.725043
117 828 0.010268
117 526 0.029663
117 703 0.006845
117 1098 0.005705
117 535 0.079293
117 537 0.000570
117 704 0.005134
117 15 0.003423
117 1099 0.039932
118 115 0.012789
118 116 0.006395
118 1028 0.001218
118 329 0.005786
118 1069 0.006090
118 119 0.004872
118 514 0.000914
118 120 0.028319
118 14 0.856273
118 121 0.051157
118 122 0.011876
118 336 0.002436
118 15 0.008831
118 123 0.003045
119 115 0.024038
119 116 0.000801
119 22 0.013622
119 329 0.006410
119 118 0.013622
119 120 0.038462
119 14 0.763622
119 121 0.028846
119 122 0.089744
119 15 0.016827
119 123 0.004006
120 115 0.016738
120 326 0.003648
120 116 0.007511
120 293 0.003433
120 22 0.000429
120 118 0.018240
120 1069 0.006009
120 119 0.009442
120 14 0.772103
120 392 0.008369
120 121 0.086481
120 122 0.014378
120 828 0.003863
120 15 0.041845
120 123 0.007511
121 115 0.006877
121 32 0.696925
121 116 0.010905
121 1511 0.000098
121 826 0.002554
121 118 0.014147
121 1069 0.019943
121 119 0.004126
121 120 0.030357
121 14 0.155614
121 392 0.000196
121 122 0.007663
121 15 0.022596
121 123 0.027999
122 115 0.115851
122 326 0.010777
122 116 0.002245
122 22 0.009430
122 329 0.001796
122 118 0.020207
122 1069 0.002694
122 119 0.050741
122 120 0.025595
122 14 0.651998
122 392 0.004041
122 121 0.039964
122 15 0.056578
122 123 0.008083
123 115 0.005700
123 388 0.003192
123 116 0.009804
123 826 0.002964
123 23 0.004560
123 329 0.005472
123 330 0.000228
123 118 0.004104
123 27 0.000684
123 1069 0.066575
123 119 0.002736
123 120 0.012768
123 14 0.751482
123 392 0.030780
123 121 0.086183
123 122 0.003648
123 336 0.005244
123 1098 0.001824
123 15 0.002052
124 125 0.000041
124 126 0.000132
124 127 0.000039
124 46 0.048102
124 128 0.005149
124 129 0.000040
124 130 0.000001
124 49 0.000217
124 131 0.000002
124 51 0.001195
124 132 0.000240
124 133 0.000332
124 134 0.000018
124 135 0.000023
124 136 0.000868
124 137 0.023903
124 54 0.000077
124 55 0.000196
124 138 0.000004
124 139 0.000867
124 140 0.000106
124 141 0.000007
124 142 0.000021
124 143 0.000282
124 144 0.000806
124 145 0.065166
124 56 0.000090
124 146 0.000045
124 147 0.110336
124 57 0.103549
124 60 0.000599
124 148 0.000030
124 108 0.011612
124 109 0.000257
124 149 0.000051
124 150 0.000116
124 151 0.000066
124 62 0.000671
124 152 0.000582
124 153 0.000025
124 154 0.000002
124 155 0.000001
124 156 0.000116
124 157 0.026606
124 10 0.000014
124 158 0.000105
124 68 0.000003
124 69 0.013357
124 159 0.036407
124 70 0.000021
124 160 0.000011
124 111 0.000528
124 72 0.000149
124 161 0.000172
124 162 0.000001
124 73 0.000001
124 74 0.000009
124 163 0.000051
124 164 0.056238
124 165 0.051553
124 166 0.008060
124 77 0.000894
124 167 0.000015
124 78 0.000146
124 168 0.007915
124 79 0.012853
124 80 0.014003
124 81 0.025940
124 82 0.000005
124 169 0.000002
124 170 0.000016
124 171 0.000231
124 83 0.000123
124 84 0.000059
124 172 0.000011
124 173 0.000000
124 85 0.000022
124 174 0.027155
124 175 0.000524
124 176 0.028145
124 177 0.000251
124 178 0.000098
124 179 0.000659
124 88 0.030680
124 180 0.000052
124 181 0.000046
124 182 0.010922
124 90 0.002584
124 183 0.130574
124 92 0.000087
124 184 0.000074
124 185 0.000093
124 94 0.000037
124 186 0.000217
124 187 0.000026
124 188 0.000210
124 95 0.000013
124 189 0.001144
124 97 0.000027
124 190 0.024988
124 191 0.003850
124 192 0.000002
124 193 0.000124
124 194 0.000005
124 195 0.018654
124 196 0.007808
124 197 0.001250
124 198 0.000174
124 113 0.039887
124 199 0.003069
124 200 0.001894
124 102 0.010450
124 201 0.000540
124 202 0.000019
124 203 0.003695
124 103 0.000654
124 204 0.017763
124 104 0.000037
124 205 0.000009
124 206 0.000005
125 124 0.000134
125 245 0.001182
125 127 0.000002
125 461 0.002368
125 46 0.053157
125 47 0.000020
125 128 0.000649
125 462 0.000017
125 48 0.000002
125 129 0.000044
125 49 0.000702
125 131 0.000002
125 51 0.001561
125 132 0.000149
125 133 0.004373
125 463 0.000294
125 135 0.001190
125 136 0.000724
125 137 0.153041
125 249 0.000069
125 250 0.000010
125 464 0.000004
125 53 0.000002
125 54 0.037114
125 55 0.083878
125 138 0.000023
125 252 0.000008
125 143 0.010412
125 254 0.000014
125 255 0.000032
125 145 0.000590
125 146 0.036445
125 147 0.002111
125 57 0.000447
125 58 0.000006
125 60 0.061138
125 148 0.000112
125 108 0.000054
125 150 0.042415
125 62 0.032688
125 63 0.000002
125 64 0.000013
125 152 0.000087
125 66 0.000093
125 154 0.000004
125 258 0.000137
125 67 0.000057
125 157 0.001469
125 10 0.000038
125 69 0.052921
125 159 0.000183
125 70 0.000010
125 72 0.000077
125 465 0.000002
125 73 0.000395
125 74 0.009585
125 363 0.000119
125 236 0.000097
125 164 0.036031
125 165 0.000235
125 77 0.012108
125 466 0.000006
125 79 0.000598
125 80 0.077298
125 81 0.054156
125 82 0.000235
125 171 0.000109
125 317 0.000047
125 83 0.000066
125 467 0.000015
125 84 0.000010
125 266 0.000005
125 174 0.020549
125 468 0.002641
125 175 0.000203
125 86 0.000019
125 469 0.000009
125 176 0.000534
125 470 0.001705
125 177 0.000045
125 178 0.000049
125 88 0.092087
125 180 0.000470
125 181 0.000494
125 90 0.059747
125 183 0.000296
125 92 0.000090
125 471 0.000010
125 269 0.000068
125 188 0.002273
125 95 0.000065
125 270 0.000089
125 189 0.000318
125 96 0.000002
125 271 0.000093
125 472 0.000028
125 97 0.001269
125 190 0.000526
125 191 0.000765
125 272 0.000012
125 354 0.000013
125 194 0.000186
125 195 0.000589
125 196 0.000057
125 375 0.000085
125 197 0.000171
125 113 0.001320
125 199 0.000296
125 200 0.000098
125 102 0.001545
125 230 0.000003
125 203 0.033964
125 103 0.000039
125 204 0.000002
125 473 0.000010
125 104 0.000079
125 460 0.000006
125 474 0.000117
125 278 0.000030
125 475 0.000010
125 106 0.003539
126 124 0.983740
126 139 0.013550
126 156 0.002710
127 124 0.000276
127 233 0.000150
127 128 0.005155
127 49 0.000449
127 51 0.000134
127 132 0.000013
127 135 0.000053
127 137 0.001032
127 141 0.000646
127 145 0.344997
127 147 0.111294
127 57 0.237094
127 148 0.000309
127 108 0.000329
127 109 0.001860
127 62 0.000035
127 152 0.000025
127 258 0.000340
127 157 0.038276
127 158 0.000839
127 69 0.000008
127 159 0.122160
127 70 0.000094
127 111 0.002679
127 161 0.000061
127 164 0.074281
127 481 0.000190
127 165 0.002375
127 166 0.000018
127 77 0.000106
127 78 0.000261
127 168 0.000068
127 79 0.000198
127 80 0.000956
127 81 0.000862
127 82 0.037100
127 174 0.000015
127 175 0.000662
127 176 0.000213
127 177 0.000008
127 178 0.000053
127 179 0.000106
127 182 0.000033
127 90 0.000051
127 183 0.001384
127 188 0.000147
127 190 0.002220
127 191 0.007071
127 195 0.000038
127 196 0.000319
127 197 0.000074
127 113 0.000421
127 199 0.000020
127 102 0.001536
127 203 0.000525
127 204 0.000003
127 104 0.000380
128 124 0.002695
128 313 0.000006
128 246 0.000001
128 125 0.000150
128 127 0.002021
128 46 0.051118
128 47 0.000002
128 339 0.000006
128 129 0.000344
128 130 0.000002
128 572 0.000020
128 49 0.000416
128 131 0.000006
128 583 0.000822
128 51 0.013792
128 132 0.000068
128 133 0.007163
128 379 0.000028
128 135 0.000112
128 136 0.000363
128 137 0.020270
128 591 0.000013
128 705 0.000027
128 52 0.000013
128 53 0.000000
128 706 0.000015
128 54 0.000102
128 55 0.017481
128 138 0.000124
128 707 0.000001
128 140 0.000060
128 234 0.000016
128 141 0.000045
128 253 0.000602
128 143 0.002465
128 255 0.000004
128 145 0.066928
128 146 0.000470
128 147 0.066683
128 57 0.138373
128 59 0.000055
128 60 0.014994
128 108 0.020661
128 109 0.000243
128 149 0.000015
128 150 0.019987
128 476 0.000015
128 151 0.000025
128 613 0.000003
128 62 0.014354
128 235 0.000021
128 152 0.000001
128 65 0.000205
128 259 0.000041
128 625 0.000005
128 708 0.000007
128 157 0.035359
128 10 0.000013
128 158 0.006260
128 69 0.012289
128 159 0.082697
128 111 0.000129
128 72 0.000086
128 161 0.000033
128 465 0.000142
128 73 0.001141
128 74 0.025761
128 236 0.000019
128 164 0.029038
128 165 0.042718
128 166 0.010851
128 77 0.000380
128 167 0.008302
128 633 0.000458
128 78 0.000583
128 263 0.000080
128 168 0.000455
128 79 0.002691
128 80 0.018682
128 350 0.000011
128 81 0.016422
128 82 0.011882
128 170 0.000043
128 237 0.000083
128 171 0.000536
128 709 0.000018
128 83 0.000012
128 173 0.000017
128 174 0.014435
128 175 0.002183
128 650 0.000035
128 86 0.000000
128 87 0.000082
128 176 0.008289
128 177 0.000944
128 178 0.000200
128 179 0.000678
128 88 0.051557
128 180 0.000517
128 181 0.000002
128 182 0.002719
128 90 0.003598
128 183 0.050504
128 92 0.000207
128 471 0.000003
128 184 0.000000
128 185 0.000049
128 186 0.000035
128 187 0.000000
128 188 0.000957
128 95 0.000396
128 189 0.001186
128 271 0.000015
128 97 0.000051
128 710 0.000007
128 190 0.015285
128 272 0.000072
128 192 0.000131
128 711 0.000001
128 194 0.000065
128 195 0.012601
128 196 0.020738
128 197 0.015911
128 198 0.000037
128 113 0.012641
128 199 0.001125
128 114 0.000001
128 200 0.000650
128 712 0.000002
128 101 0.000006
128 102 0.002828
128 238 0.000067
128 713 0.000020
128 202 0.000001
128 714 0.000001
128 203 0.007825
128 715 0.000009
128 103 0.000360
128 204 0.000105
128 240 0.000002
128 104 0.000125
128 716 0.000013
128 376 0.000009
128 540 0.000004
128 686 0.000000
128 205 0.000003
128 695 0.000001
128 206 0.000056
128 717 0.000000
129 124 0.000227
129 233 0.000019
129 125 0.000034
129 557 0.000055
129 46 0.091035
129 128 0.001273
129 581 0.000001
129 49 0.000100
129 131 0.000012
129 51 0.012569
129 132 0.000136
129 133 0.000055
129 135 0.000934
129 136 0.000225
129 137 0.097354
129 591 0.000004
129 249 0.000002
129 250 0.000017
129 593 0.000029
129 52 0.000040
129 706 0.000074
129 54 0.018716
129 55 0.080416
129 138 0.000513
129 140 0.000034
129 253 0.001726
129 143 0.018990
129 602 0.000026
129 255 0.000160
129 145 0.000205
129 56 0.000046
129 146 0.029617
129 147 0.015120
129 57 0.050094
129 60 0.053973
129 148 0.000022
129 108 0.000048
129 149 0.000019
129 609 0.000013
129 150 0.012110
129 476 0.000002
129 613 0.000034
129 62 0.019875
129 63 0.000007
129 152 0.000000
129 65 0.000045
129 66 0.000011
129 258 0.000075
129 259 0.000008
129 67 0.000004
129 346 0.000004
129 627 0.000061
129 708 0.000017
129 157 0.001031
129 10 0.000000
129 68 0.000001
129 69 0.048371
129 159 0.001589
129 70 0.000033
129 71 0.000048
129 72 0.000276
129 576 0.000055
129 73 0.000638
129 74 0.004741
129 348 0.000110
129 236 0.000007
129 164 0.017378
129 165 0.005520
129 76 0.000020
129 77 0.000396
129 635 0.000074
129 78 0.000019
129 749 0.000000
129 265 0.000028
129 79 0.000792
129 80 0.071994
129 350 0.000001
129 81 0.031639
129 82 0.000084
129 317 0.017904
129 83 0.002381
129 84 0.000000
129 85 0.000067
129 174 0.042059
129 175 0.000333
129 86 0.000034
129 87 0.000023
129 176 0.000310
129 177 0.000063
129 178 0.000203
129 179 0.000123
129 88 0.091960
129 180 0.000429
129 181 0.012475
129 182 0.000687
129 90 0.053233
129 183 0.001943
129 92 0.011390
129 471 0.000040
129 188 0.004414
129 189 0.000051
129 96 0.000013
129 271 0.001111
129 97 0.004700
129 190 0.001287
129 191 0.000310
129 354 0.000046
129 194 0.000269
129 355 0.000023
129 195 0.000314
129 98 0.000126
129 196 0.000887
129 670 0.000029
129 197 0.000189
129 273 0.017389
129 100 0.000086
129 113 0.000183
129 199 0.000446
129 200 0.000759
129 101 0.000056
129 102 0.000765
129 678 0.000007
129 274 0.000069
129 202 0.000019
129 203 0.032259
129 103 0.000002
129 204 0.000027
129 104 0.000031
129 277 0.000001
129 376 0.000030
129 540 0.000005
129 278 0.000109
129 212 0.002501
129 205 0.000031
129 106 0.004767
130 124 0.000036
130 128 0.001950
130 339 0.001006
130 51 0.000036
130 727 0.008374
130 147 0.161241
130 108 0.000503
130 620 0.000018
130 111 0.002390
130 164 0.018438
130 165 0.133270
130 78 0.000234
130 82 0.001896
130 177 0.000270
130 179 0.008365
